Hazard,T1_V1,T1_V2,T1_V3,T1_V4,T1_V5,T1_V6,T1_V7,T1_V8,T1_V9,T1_V10,T1_V11,T1_V12,T1_V13,T1_V14,T1_V15,T1_V16,T1_V17,T2_V1,T2_V2,T2_V3,T2_V4,T2_V5,T2_V6,T2_V7,T2_V8,T2_V9,T2_V10,T2_V11,T2_V12,T2_V13,T2_V14,T2_V15
1,3,12,2,N,H,Y,B,B,C,12,B,B,10,1,A,B,N,41,15,N,8,B,1,31,1,16,6,Y,N,E,1,1
2,18,10,1,N,A,N,B,B,D,8,B,B,20,3,A,I,N,12,7,N,2,A,2,28,1,4,4,Y,N,E,2,1
13,5,4,3,H,B,Y,B,B,D,3,B,B,10,2,A,I,N,51,9,N,13,A,1,31,1,5,2,Y,N,E,2,3
8,17,17,5,B,B,N,D,B,D,3,B,B,20,1,A,I,N,51,8,N,17,A,2,28,1,22,7,Y,N,C,2,4
13,11,24,2,N,H,Y,B,B,E,3,H,B,20,1,A,K,N,87,29,Y,6,B,2,40,1,15,3,N,N,A,2,1
1,2,4,1,C,A,N,B,A,D,7,F,B,10,4,N,B,N,53,15,N,12,A,1,40,1,24,3,Y,N,E,5,10
2,4,3,2,N,K,Y,B,B,E,8,H,B,20,2,A,K,N,59,7,N,16,A,1,34,1,3,2,Y,N,E,1,11
17,19,24,3,N,K,N,D,B,E,3,J,A,20,3,A,K,Y,44,14,N,16,A,1,40,1,24,7,Y,Y,C,1,7
1,7,6,1,B,A,Y,B,D,D,3,B,B,5,3,A,B,N,36,9,Y,9,B,2,40,1,1,5,Y,N,E,2,1
2,16,12,4,N,A,N,B,B,D,2,B,B,15,3,A,H,N,40,7,N,8,A,1,37,1,13,5,Y,N,C,1,4
5,8,15,2,N,K,N,B,A,F,12,H,B,20,1,A,J,N,43,14,Y,4,A,2,40,1,20,1,Y,N,E,2,6
9,10,19,5,N,K,N,B,B,E,8,J,A,5,1,A,M,Y,72,11,Y,15,A,5,28,2,6,3,Y,Y,E,5,10
7,9,19,2,S,K,N,B,B,E,3,I,B,10,1,A,K,Y,81,12,N,12,C,2,40,1,25,6,Y,Y,C,3,1
1,12,21,1,C,K,N,B,B,F,12,M,B,15,1,H,R,Y,61,17,Y,10,A,2,28,1,1,3,Y,Y,C,2,5
7,18,11,3,N,H,N,B,C,D,12,B,B,15,1,A,I,N,87,12,Y,9,A,2,40,1,20,4,Y,N,E,4,5
12,19,12,1,G,K,N,B,C,E,12,H,B,10,1,A,K,N,70,12,N,12,A,4,28,1,16,6,N,N,A,4,9
1,12,7,4,B,C,Y,B,B,D,12,B,B,20,1,A,I,Y,84,10,N,6,C,2,22,1,15,6,Y,Y,E,2,4
2,16,13,3,B,K,N,B,B,E,12,H,B,10,1,A,K,Y,73,8,Y,10,A,1,28,1,18,4,Y,Y,E,1,5
5,11,2,1,N,K,N,B,B,E,12,H,B,20,1,A,R,Y,43,18,N,7,A,2,40,1,17,7,Y,Y,E,2,2
1,13,11,3,E,K,N,B,B,E,3,J,B,5,1,A,R,N,71,16,N,19,A,2,31,1,14,1,Y,N,E,2,12
4,6,18,4,E,K,N,B,B,E,12,H,B,15,3,A,N,N,56,11,Y,11,A,2,22,1,3,7,N,N,E,3,3
11,8,20,2,B,C,Y,B,B,D,3,B,B,20,3,A,I,N,99,14,Y,16,A,2,40,1,7,6,Y,N,C,2,11
1,13,6,4,N,C,N,B,B,B,3,B,B,10,1,A,I,Y,59,15,Y,13,A,2,22,1,14,6,Y,Y,E,2,3
1,6,19,1,B,A,N,B,B,D,8,L,B,10,1,A,A,N,90,10,N,14,A,2,37,1,20,5,N,N,B,3,7
4,11,2,2,N,C,Y,B,B,D,8,L,D,10,3,A,B,N,49,22,N,6,A,1,34,1,17,3,Y,N,C,3,2
5,19,23,4,W,C,Y,B,B,D,8,B,B,5,1,A,E,N,25,12,Y,13,A,4,28,1,17,3,Y,N,D,5,4
3,4,10,2,N,A,Y,B,B,D,8,B,B,10,3,A,B,N,47,6,N,6,B,2,31,1,5,5,Y,N,E,2,1
4,16,8,6,G,A,Y,B,A,D,2,B,B,20,2,C,A,N,33,16,Y,6,B,1,28,1,10,7,N,N,A,1,1
2,2,14,4,C,A,N,B,B,B,2,B,D,15,1,A,B,N,59,23,N,19,C,2,40,1,25,6,Y,N,E,2,3
1,12,19,2,B,K,N,B,B,E,12,J,B,15,3,D,K,N,30,10,N,7,A,3,34,1,6,6,Y,N,E,3,3
4,10,20,4,N,C,Y,B,B,D,8,L,B,15,1,A,I,Y,73,13,N,5,A,2,31,1,6,5,Y,Y,E,2,4
4,7,8,5,N,A,N,B,B,D,8,B,B,10,3,A,B,N,47,9,N,10,A,2,37,1,15,2,Y,N,E,4,6
4,9,7,5,N,K,N,B,B,E,12,H,B,10,1,A,R,N,93,11,Y,8,A,2,34,1,7,5,Y,N,E,4,4
2,9,10,2,E,H,N,B,B,D,7,B,B,10,1,A,B,N,93,16,Y,13,A,3,37,1,8,1,Y,N,A,3,7
11,9,6,4,B,C,N,B,B,D,12,B,B,5,1,A,B,N,48,11,Y,8,A,3,37,1,1,7,N,N,A,6,1
1,14,12,3,W,I,N,B,B,E,12,J,B,20,1,A,N,Y,87,12,Y,14,A,2,40,1,19,3,Y,Y,E,2,1
1,14,19,5,C,C,Y,B,B,D,12,L,B,20,1,A,I,N,73,12,N,17,A,1,31,1,18,6,Y,N,E,1,2
1,10,19,5,W,B,Y,B,B,D,2,L,B,5,1,A,I,N,40,17,N,13,B,2,31,1,17,5,Y,N,C,2,1
1,13,21,1,B,I,Y,B,B,E,2,J,D,15,1,A,R,N,61,19,Y,18,A,1,40,1,1,2,Y,N,C,1,6
4,6,3,2,N,K,Y,B,B,E,3,H,B,20,1,A,K,Y,97,6,N,13,A,2,40,1,19,4,Y,Y,E,2,1
7,8,19,7,W,H,Y,B,B,D,8,L,B,20,2,A,I,N,86,16,N,12,A,2,28,1,4,5,Y,N,E,2,7
4,7,16,5,B,H,Y,B,B,E,8,H,B,10,1,A,N,N,68,8,N,12,B,2,40,1,12,7,N,N,A,3,1
1,2,18,3,C,A,Y,B,B,B,8,L,B,20,1,A,B,N,61,21,N,6,A,3,31,1,25,7,Y,N,E,2,5
2,16,17,1,B,I,Y,B,B,E,12,H,B,20,1,A,R,N,40,7,N,11,A,2,25,1,1,2,Y,N,E,2,6
8,10,5,4,W,C,Y,B,B,B,3,A,B,15,1,A,I,N,54,23,Y,8,A,2,37,1,11,6,Y,N,D,5,4
1,14,8,2,B,H,N,D,B,E,8,H,D,10,1,A,R,N,36,14,Y,3,B,2,34,1,18,5,Y,N,E,2,1
8,19,12,4,N,K,N,B,B,E,8,H,B,15,1,A,K,N,5,7,N,8,A,4,28,1,8,7,Y,N,D,4,9
1,12,18,3,B,H,Y,B,B,D,8,B,B,20,1,A,A,N,48,13,N,3,A,2,31,1,19,1,Y,N,E,2,1
3,6,16,6,B,A,N,B,B,D,7,B,B,10,1,A,B,N,31,8,N,8,A,2,25,1,18,5,N,N,A,4,3
5,5,16,3,B,A,N,B,B,B,2,B,B,15,3,A,B,Y,52,7,N,13,A,1,31,1,17,4,Y,Y,E,1,6
3,9,7,5,N,C,N,B,B,D,8,L,B,20,1,A,I,N,61,16,Y,15,A,3,40,2,16,3,N,N,A,3,2
6,13,24,5,N,C,N,B,C,D,12,L,B,15,1,H,I,N,88,16,N,14,A,3,40,1,4,5,N,N,A,3,6
11,2,19,4,N,A,N,B,D,D,2,L,B,15,1,A,I,N,92,15,N,13,A,4,25,1,17,4,Y,N,E,4,5
4,8,17,1,B,I,N,B,B,E,12,H,B,10,2,A,J,N,82,17,N,16,A,1,28,1,7,6,Y,N,D,1,11
8,12,7,4,N,C,N,B,B,D,8,L,B,15,1,A,I,N,59,17,N,6,A,2,40,1,5,1,N,N,A,3,3
7,12,15,2,W,I,Y,C,B,E,8,H,B,20,3,A,K,N,15,11,N,14,A,5,28,1,12,6,Y,N,C,6,2
4,13,18,2,N,K,N,B,B,E,3,H,B,15,2,A,R,N,91,22,N,15,A,1,31,1,9,6,Y,N,E,1,5
1,9,17,1,B,A,N,B,B,B,12,B,B,15,3,C,B,N,75,14,N,17,A,4,31,1,17,7,Y,N,E,4,4
5,2,22,4,N,A,N,B,B,D,12,F,B,20,1,A,D,N,59,23,N,11,A,4,40,1,25,2,Y,N,E,4,11
2,15,22,3,N,K,Y,B,B,E,12,J,B,20,1,A,K,N,46,8,N,9,A,3,40,1,3,4,Y,N,D,5,8
1,4,10,5,S,H,N,B,B,E,8,H,B,10,1,A,K,N,15,10,Y,14,B,2,25,1,20,7,N,N,E,2,3
2,10,19,4,N,C,N,B,B,D,12,L,B,20,3,A,I,N,35,15,Y,10,C,3,28,1,8,4,Y,N,E,4,1
5,6,2,1,S,I,N,B,A,E,8,J,B,10,1,A,J,Y,84,8,Y,19,A,2,34,1,21,3,Y,Y,E,2,2
1,7,15,5,S,A,N,B,B,B,3,B,B,20,1,A,I,N,62,7,Y,15,A,1,34,1,10,7,N,N,A,1,4
1,14,13,2,W,I,Y,B,B,E,8,I,B,10,1,A,M,Y,88,13,N,13,A,3,37,1,17,6,Y,Y,E,4,5
1,3,17,5,N,C,Y,B,C,D,12,B,D,20,1,C,E,N,96,13,Y,18,A,2,25,1,7,2,Y,N,C,2,12
1,5,5,4,B,I,N,B,B,F,7,H,B,20,2,A,N,Y,66,8,N,13,A,2,31,1,7,1,Y,Y,E,2,4
4,13,20,6,E,C,Y,B,B,D,3,L,B,15,1,A,I,Y,69,19,N,8,A,2,34,1,1,7,Y,Y,E,2,1
9,5,21,1,N,A,Y,B,B,D,3,B,B,10,1,A,I,Y,45,10,Y,9,A,2,31,1,19,4,Y,Y,E,2,2
12,11,12,8,N,K,N,B,B,E,7,I,B,10,1,A,R,N,20,12,Y,12,A,4,40,1,18,4,Y,N,E,4,9
5,12,23,5,E,K,N,B,B,E,2,J,B,20,1,A,N,Y,87,14,Y,16,A,4,37,1,21,4,Y,Y,E,6,5
1,14,14,5,N,H,N,B,B,D,12,B,B,15,3,A,I,N,65,13,N,4,A,2,31,1,7,2,N,N,A,4,2
12,15,8,6,N,C,Y,B,C,D,3,B,D,20,2,A,I,N,42,11,N,17,A,2,37,1,5,3,Y,N,C,3,4
2,8,7,1,W,H,N,B,B,D,12,L,B,5,3,A,I,N,25,18,N,7,C,1,37,1,1,6,Y,N,E,1,1
4,1,19,4,C,B,Y,B,B,D,2,F,B,15,3,A,D,N,26,25,Y,15,A,2,34,1,21,6,N,N,E,1,3
7,8,9,6,N,K,Y,B,B,E,12,H,B,20,1,A,K,N,59,11,N,8,A,5,22,1,17,7,Y,N,E,7,1
5,8,18,5,B,I,Y,B,B,E,7,J,B,15,3,A,N,N,96,13,Y,13,A,2,22,1,1,4,Y,N,C,2,9
1,2,8,1,C,A,Y,B,B,D,7,B,B,15,2,N,B,N,57,13,N,20,A,2,40,1,24,6,Y,N,E,1,1
10,6,8,4,B,I,N,B,B,E,12,H,B,20,2,A,L,N,46,8,N,8,A,2,25,1,1,4,Y,N,E,4,4
1,7,15,7,N,H,N,B,B,E,2,H,B,5,1,A,K,N,52,8,N,13,B,1,40,1,23,6,N,N,C,1,7
1,14,18,1,B,I,Y,B,B,F,12,H,B,10,1,A,R,N,100,38,N,18,A,4,40,2,11,6,Y,N,E,7,6
4,5,18,3,B,A,Y,B,B,B,3,B,B,15,3,A,B,N,47,9,N,5,C,1,34,1,11,6,Y,N,E,1,1
4,10,24,7,N,K,N,B,B,E,2,H,B,15,1,A,N,N,27,18,N,10,A,2,22,1,9,3,Y,N,E,2,6
1,8,18,1,N,C,N,D,B,D,12,B,B,10,1,A,I,N,47,10,N,7,B,2,34,1,7,3,Y,N,E,2,2
4,7,4,3,B,J,N,B,B,E,2,J,B,10,3,A,K,N,89,10,Y,9,A,3,34,1,18,3,Y,N,E,3,3
5,18,10,7,G,H,Y,B,B,E,8,H,B,15,1,C,K,N,58,13,N,13,E,1,40,1,2,6,Y,N,D,3,7
5,2,8,3,N,B,Y,B,B,D,7,L,B,10,1,A,I,Y,48,15,Y,11,A,2,31,1,6,7,Y,Y,E,2,4
1,10,4,1,N,H,N,B,B,E,8,J,B,20,1,A,R,N,38,23,N,5,B,2,40,1,6,3,Y,N,C,2,1
9,7,17,5,B,H,N,B,B,E,3,M,B,20,1,A,R,N,25,7,N,12,B,4,40,1,1,7,Y,N,C,5,1
1,10,21,1,N,C,Y,B,B,D,7,L,B,10,1,A,A,N,36,21,N,12,A,1,31,1,17,3,Y,N,D,1,1
7,6,14,4,B,A,Y,D,B,D,8,B,B,15,3,A,B,Y,35,7,N,5,C,1,28,1,24,4,Y,Y,E,1,1
7,14,8,6,N,C,Y,B,B,D,7,B,B,15,1,A,I,N,59,17,N,10,A,2,31,1,20,7,N,N,E,3,2
5,10,7,5,G,C,Y,B,C,D,8,L,B,10,1,C,I,N,86,15,N,13,A,2,40,1,15,6,Y,N,E,2,5
22,9,8,3,N,K,Y,A,B,E,3,H,B,10,1,A,R,N,34,13,N,3,A,2,34,1,22,4,Y,N,E,2,1
2,3,2,1,W,I,Y,B,B,E,3,H,B,15,1,A,M,Y,78,17,N,12,A,4,28,2,11,7,Y,Y,E,6,2
1,9,15,7,N,H,Y,B,B,D,2,B,B,10,1,A,B,N,43,11,Y,17,A,2,25,1,7,4,N,N,A,4,3
10,12,11,1,N,K,N,B,B,E,8,H,B,20,1,A,K,N,15,13,Y,9,A,2,25,1,3,7,N,N,A,6,8
4,14,13,5,W,H,Y,B,B,B,8,B,B,10,1,A,I,Y,66,15,Y,11,A,1,40,1,5,5,N,Y,A,1,5
6,7,17,2,B,I,N,B,B,E,8,J,B,15,1,A,R,N,31,12,N,5,A,1,40,1,5,6,N,N,A,1,2
15,10,15,7,N,K,Y,B,B,E,7,H,B,10,1,C,M,N,29,13,N,16,A,3,40,1,5,3,Y,N,E,3,6
1,12,9,6,N,B,N,D,B,D,12,B,B,15,1,A,I,N,50,12,Y,5,B,1,25,1,20,4,Y,N,E,1,1
1,2,9,3,C,K,N,B,B,E,3,H,B,15,1,N,R,N,47,21,N,15,A,3,28,1,22,6,Y,N,E,2,1
3,15,12,2,N,C,N,B,B,D,7,B,B,10,1,A,B,N,22,13,Y,12,A,1,37,1,21,4,Y,N,E,1,9
1,17,6,4,B,I,Y,B,B,E,3,K,A,15,3,A,K,N,60,9,Y,7,A,3,34,1,21,2,Y,N,E,4,1
1,9,2,2,B,K,N,B,B,E,8,J,B,15,1,A,Q,N,62,14,N,9,A,2,40,1,16,5,N,N,A,5,2
4,5,1,1,C,K,Y,B,B,F,2,J,D,15,1,A,R,N,45,8,N,4,A,2,34,1,13,7,Y,N,E,2,1
7,6,17,1,B,I,N,B,B,E,3,N,B,20,3,A,N,N,55,10,N,14,A,2,31,1,16,7,Y,N,E,2,6
4,11,12,1,N,K,Y,B,D,E,7,H,B,15,1,A,R,N,97,5,N,21,A,2,40,1,21,3,Y,N,E,2,5
1,11,20,4,N,C,Y,B,B,D,3,A,B,15,3,A,A,N,43,18,Y,5,A,2,31,1,17,3,Y,N,E,4,4
5,2,23,2,N,A,Y,B,B,D,8,F,B,15,1,A,I,N,60,14,N,9,A,2,37,1,25,3,Y,N,E,1,6
7,15,18,5,N,K,N,B,B,E,12,M,B,10,3,A,K,N,49,12,N,10,A,2,34,1,12,6,Y,N,E,2,2
10,5,14,5,B,I,Y,B,B,E,2,H,B,10,3,A,M,N,57,7,N,11,A,2,31,1,7,7,Y,N,E,2,4
4,12,5,3,B,K,N,B,B,E,3,H,B,20,2,H,L,Y,42,9,N,12,A,5,40,2,11,7,Y,Y,D,5,5
12,10,2,2,G,H,N,B,C,E,3,H,B,10,1,A,K,N,35,15,N,13,D,2,31,1,2,7,Y,N,E,2,2
5,17,15,1,B,I,N,B,B,E,7,J,B,20,1,A,N,N,71,9,N,16,A,1,34,1,4,5,Y,N,D,1,11
7,6,18,9,H,C,Y,B,B,D,3,B,B,15,1,C,E,N,69,13,N,6,B,2,37,1,18,5,N,N,A,2,1
4,2,7,1,N,C,N,B,C,D,8,L,B,20,1,A,I,N,68,7,Y,10,A,2,37,1,9,4,Y,N,E,2,1
2,3,17,5,N,K,Y,B,D,E,12,H,B,10,1,A,R,Y,62,8,N,8,A,2,34,1,17,7,Y,Y,E,2,3
12,7,24,4,N,H,Y,B,B,E,12,H,A,10,1,A,N,N,82,12,N,5,B,2,40,1,4,1,N,N,A,4,1
4,16,5,1,B,K,N,B,B,G,8,H,B,15,1,A,K,Y,63,9,N,6,C,2,31,1,16,6,Y,Y,E,2,1
1,6,3,2,B,A,N,B,B,D,3,B,B,10,3,A,A,N,51,9,N,7,A,2,34,1,17,2,Y,N,E,4,3
4,5,18,5,B,A,N,B,B,D,8,D,B,5,1,A,A,N,41,8,N,3,B,1,40,1,1,3,Y,N,E,1,1
3,2,14,1,C,A,N,B,B,D,12,B,B,10,2,A,B,N,54,16,Y,10,B,2,37,1,24,6,Y,N,E,2,1
5,3,17,2,B,K,Y,B,B,E,8,H,B,10,1,A,R,N,59,6,Y,21,A,1,40,1,1,6,Y,N,E,1,11
3,12,10,1,N,H,Y,B,B,E,12,J,B,20,1,A,K,N,17,12,N,6,B,2,37,1,1,4,Y,N,E,2,4
5,6,12,4,B,I,N,B,B,E,8,J,B,10,3,A,K,N,57,8,N,14,A,1,40,1,21,3,Y,N,E,1,7
2,16,4,3,N,C,Y,B,B,D,2,B,B,10,1,A,I,Y,67,15,Y,11,C,2,40,1,1,4,Y,Y,E,2,1
1,19,18,1,B,H,N,B,B,D,8,B,A,15,1,A,A,N,30,13,N,5,B,2,25,1,18,4,N,N,A,4,1
14,14,20,5,N,C,N,B,B,D,3,L,B,10,3,A,I,N,38,8,N,9,A,3,31,1,16,5,Y,N,E,3,6
11,19,17,3,W,I,N,B,B,E,3,H,B,10,1,A,K,N,35,7,Y,13,A,2,37,1,17,4,N,N,A,2,8
2,11,18,5,N,K,Y,B,B,E,7,H,B,15,1,A,R,N,53,17,N,12,A,2,40,1,23,7,N,N,A,4,6
1,12,20,4,E,H,N,B,B,E,7,H,B,20,3,A,K,N,58,24,Y,10,E,1,40,1,1,7,Y,N,B,1,2
4,5,2,1,W,A,Y,B,B,D,2,B,B,20,1,C,I,N,62,1,N,12,C,2,22,1,14,4,Y,N,E,2,2
13,15,19,1,N,K,N,B,B,E,3,J,B,15,1,A,R,N,66,13,N,8,A,2,37,1,16,5,N,N,B,2,4
4,2,15,5,N,A,Y,B,B,D,12,B,B,20,1,A,I,Y,94,9,N,20,C,1,40,1,11,5,N,Y,E,1,1
10,17,18,2,B,H,Y,B,B,E,7,H,B,20,1,A,J,N,29,8,N,9,B,2,34,1,17,7,Y,N,D,3,1
1,12,4,3,N,K,N,B,B,E,12,H,B,15,1,A,K,N,24,9,N,10,A,2,40,1,2,5,N,N,A,3,3
2,12,10,4,N,H,Y,B,B,E,8,H,B,10,1,A,J,N,57,11,Y,15,B,2,25,1,3,7,Y,N,E,4,1
1,9,3,2,N,K,Y,B,B,E,3,H,B,15,1,A,K,N,21,17,N,6,A,2,40,1,23,4,N,N,A,2,2
4,5,15,1,B,A,Y,B,B,B,12,B,B,15,1,A,B,Y,46,12,N,10,A,3,31,1,12,1,N,Y,E,3,1
7,9,17,4,E,H,N,B,B,D,8,A,B,10,1,A,B,N,96,17,N,12,A,4,40,1,19,3,Y,N,D,4,9
1,9,18,1,B,I,N,B,B,E,2,K,B,20,1,A,M,N,38,10,Y,7,A,2,34,1,21,6,Y,N,C,4,2
8,5,3,2,E,K,Y,B,B,E,12,H,B,15,3,C,K,N,72,14,N,7,A,2,31,1,11,6,Y,N,C,4,1
1,19,9,6,N,C,N,B,B,D,7,B,B,20,1,A,I,N,84,16,N,13,A,1,28,1,6,7,Y,N,C,1,6
1,3,10,5,N,H,N,B,B,D,8,B,B,10,1,A,B,N,75,14,Y,9,A,2,22,1,25,6,Y,N,D,2,2
4,7,2,1,B,I,N,B,B,E,3,H,B,20,1,A,K,N,15,9,Y,13,A,2,28,1,16,7,N,N,A,2,6
1,8,9,6,W,C,N,B,B,D,3,B,B,20,1,A,B,N,69,11,N,8,A,2,31,1,18,5,Y,N,E,3,4
1,5,5,4,C,K,N,B,B,F,7,H,B,15,3,N,J,Y,85,8,Y,13,A,2,22,1,9,5,Y,Y,E,2,4
5,7,16,4,B,I,Y,B,B,F,7,I,B,15,3,A,R,N,37,8,N,14,A,2,34,1,21,7,Y,N,C,2,1
1,2,22,2,N,B,Y,B,B,D,12,F,B,20,1,A,I,N,57,24,N,17,A,2,40,1,24,1,Y,N,E,2,2
4,19,13,4,W,I,N,B,B,E,3,J,B,10,3,A,J,Y,84,10,N,5,A,1,37,1,17,2,Y,Y,C,1,1
2,13,22,1,N,K,N,B,B,E,12,I,B,10,1,A,K,N,77,17,N,12,A,4,40,1,22,4,Y,N,D,5,7
4,4,3,1,N,A,Y,B,B,D,7,B,B,10,2,C,C,N,57,7,Y,10,B,2,34,1,6,3,Y,N,E,2,1
2,19,7,5,W,B,N,B,B,D,8,B,B,10,1,A,I,Y,83,11,N,11,A,2,37,2,2,6,Y,Y,E,2,2
4,16,8,3,N,A,N,B,B,D,2,B,B,10,3,A,B,N,50,8,N,11,A,3,40,1,3,7,Y,N,E,4,6
1,6,15,4,B,K,N,B,B,E,12,J,B,20,3,A,J,N,58,8,N,14,A,4,28,1,1,7,Y,N,C,4,7
4,9,20,3,W,C,Y,B,C,D,8,B,B,15,1,A,E,N,59,12,N,10,A,2,34,1,21,6,Y,N,D,2,9
1,18,5,4,B,H,N,B,B,E,12,H,B,5,3,A,L,N,18,10,N,6,B,1,40,1,16,3,N,N,A,1,1
4,19,19,4,B,I,N,B,B,E,7,H,B,10,1,A,R,N,95,20,Y,8,A,1,34,1,18,6,N,N,A,1,2
7,9,16,6,N,K,N,B,C,E,7,H,B,10,1,S,K,N,82,9,N,22,A,1,31,1,13,7,Y,N,E,1,12
1,19,19,4,B,C,N,B,B,D,8,B,B,5,3,A,D,N,37,19,N,14,A,3,40,1,1,1,Y,N,E,3,6
2,15,2,1,N,H,N,D,B,D,12,B,B,20,1,A,A,N,30,16,N,4,A,3,37,1,11,6,Y,N,C,3,2
1,14,16,5,N,A,N,B,C,D,12,L,B,15,1,A,I,N,64,9,N,5,A,2,31,1,25,4,N,N,A,3,2
4,14,21,7,N,K,N,B,B,E,7,J,C,15,2,A,O,Y,48,20,N,9,C,2,22,1,14,5,Y,Y,E,2,4
3,7,11,3,B,A,N,B,A,D,12,B,B,20,1,A,I,N,89,10,N,6,A,2,25,1,13,4,Y,N,E,2,3
2,15,18,1,N,C,N,B,B,D,3,B,B,15,3,A,B,Y,72,14,N,9,A,1,37,1,7,1,Y,Y,E,1,4
7,15,1,1,N,B,N,B,B,D,7,B,B,20,3,A,I,Y,16,16,N,6,A,2,34,1,17,7,Y,Y,E,2,1
4,16,17,4,N,A,Y,B,B,D,3,B,B,15,3,A,B,Y,56,6,Y,7,A,1,40,1,20,4,Y,Y,D,1,7
2,15,15,3,N,C,N,B,B,D,8,L,B,10,1,A,I,N,55,12,N,15,A,2,31,1,2,7,N,N,E,2,11
1,6,17,2,B,A,Y,B,B,D,12,B,B,15,1,A,I,Y,73,7,Y,7,A,2,34,1,19,4,Y,Y,E,2,3
6,9,7,5,N,H,N,B,B,E,12,J,B,5,1,A,K,N,59,13,N,3,B,2,37,1,13,6,N,N,A,2,1
4,6,12,3,B,A,Y,B,B,D,12,B,B,15,1,C,I,Y,8,9,N,3,A,1,25,1,22,2,Y,Y,D,1,2
4,18,1,1,N,H,Y,B,B,D,12,B,B,15,4,A,I,N,21,11,N,3,B,2,40,1,10,3,N,N,A,3,1
4,13,12,3,B,C,N,B,B,D,12,B,B,10,1,A,B,Y,79,13,N,13,A,1,22,1,8,4,N,Y,A,1,10
1,7,17,4,B,I,N,B,B,E,3,I,B,15,3,A,R,N,99,10,N,12,A,2,31,1,1,7,Y,N,E,2,1
7,13,24,2,N,K,N,B,B,E,12,H,B,15,4,W,R,N,26,19,N,11,A,2,37,1,9,7,Y,N,E,2,6
4,15,17,5,N,K,N,B,B,F,12,J,B,20,1,A,K,N,55,13,N,14,A,5,31,1,14,1,Y,N,E,5,8
5,8,15,5,N,K,Y,B,B,E,3,I,B,15,1,A,N,N,88,13,Y,6,A,2,31,1,2,6,Y,N,E,2,5
1,3,16,2,H,H,Y,B,B,E,3,H,B,10,1,A,K,N,65,15,Y,6,B,2,40,1,8,7,N,N,A,4,1
1,2,15,4,C,K,Y,B,B,E,12,H,B,10,2,N,P,N,57,20,N,18,A,2,31,1,24,3,Y,N,E,2,1
3,14,6,1,N,K,N,B,B,E,8,H,B,20,1,A,R,N,59,17,N,21,A,3,34,1,17,3,Y,N,E,3,5
2,1,19,4,C,K,Y,B,B,E,3,J,B,20,1,A,R,N,26,14,N,11,A,2,22,1,21,4,N,N,E,3,2
2,12,12,2,N,K,Y,B,C,E,2,N,B,15,2,A,M,Y,85,13,N,14,A,2,40,1,4,3,Y,N,C,2,11
1,12,15,3,B,I,Y,B,B,E,8,H,B,20,1,A,J,N,94,11,Y,17,A,1,25,1,25,7,Y,N,D,1,11
1,7,18,3,N,A,N,B,B,D,3,B,B,5,1,C,E,Y,72,12,Y,7,A,2,28,1,17,6,Y,N,E,2,1
1,1,13,3,C,A,Y,B,B,D,7,F,B,15,1,A,I,N,41,15,Y,4,A,1,37,1,21,3,Y,N,D,1,3
1,16,6,4,B,I,Y,D,B,E,2,J,C,10,3,A,K,N,27,9,Y,5,A,1,40,1,1,3,Y,N,E,1,2
13,14,17,5,N,K,N,B,C,E,12,H,B,10,1,A,R,N,87,24,N,16,A,1,40,1,10,7,Y,N,C,1,11
1,7,5,4,B,K,N,B,B,E,12,J,B,15,1,A,N,N,45,8,N,18,A,2,37,1,7,7,N,N,C,2,4
1,13,22,2,N,C,N,B,B,B,12,L,B,15,1,A,I,N,87,23,N,17,A,2,40,1,22,1,Y,N,E,2,10
11,2,20,3,N,H,Y,B,B,D,2,L,B,20,1,A,B,Y,93,15,N,9,A,2,31,1,18,3,Y,N,E,4,4
7,17,6,1,N,H,N,A,B,E,7,H,C,15,1,C,R,N,73,7,N,1,B,1,34,1,1,4,Y,N,E,1,1
1,5,9,6,C,A,Y,B,B,D,2,B,B,10,3,N,B,N,42,9,N,3,A,2,22,1,16,6,Y,N,E,2,2
1,11,2,1,N,C,Y,B,B,D,3,L,B,15,2,A,A,N,39,12,N,4,A,1,31,1,16,5,N,N,A,1,2
1,8,15,5,N,C,N,B,B,D,3,L,B,15,1,A,E,N,92,9,N,11,C,2,37,1,12,6,Y,N,E,2,1
4,5,19,2,N,K,N,B,B,E,12,H,B,10,1,A,R,Y,47,7,Y,11,C,2,40,1,14,6,N,Y,E,2,1
2,6,13,5,B,I,N,B,B,E,2,H,D,10,3,A,M,Y,97,7,N,11,A,2,22,1,21,5,Y,Y,E,2,8
1,15,10,2,N,C,Y,B,B,D,12,B,B,10,1,A,B,N,47,13,N,4,A,2,37,1,8,1,Y,N,E,4,2
3,12,7,1,W,A,Y,B,B,D,8,L,B,5,1,A,I,N,71,31,N,7,C,1,37,1,1,3,Y,N,E,2,1
17,15,18,3,N,K,N,B,B,E,8,H,B,10,1,A,K,N,8,9,N,6,A,2,37,1,16,7,N,N,A,5,7
7,7,8,3,B,A,N,B,B,B,7,B,B,15,2,A,B,N,94,12,Y,17,A,2,37,1,11,3,Y,N,E,2,2
3,9,17,7,W,I,Y,B,B,E,7,H,D,20,1,A,R,N,87,11,N,15,A,2,37,1,19,6,Y,N,E,2,5
4,3,18,2,E,H,N,B,B,D,3,B,B,20,3,A,A,N,66,16,Y,15,A,2,37,1,16,5,N,N,A,2,3
